0	54	1
0	14	2
0	47	2
0	50	2
0	51	2
0	52	2
0	5	3
0	38	3
0	39	3
0	40	3
0	42	3
0	47	3
0	50	3
0	51	3
0	52	3
0	3	4
0	38	4
0	40	4
0	44	4
0	45	4
0	47	4
0	50	4
0	54	4
0	3	5
0	5	5
0	38	5
0	39	5
0	40	5
0	41	5
0	42	5
0	43	5
0	44	5
0	45	5
0	47	5
0	54	5
0	38	6
0	44	6
0	45	6
0	54	6
0	3	7
0	26	7
0	38	7
0	39	7
0	40	7
0	41	7
0	42	7
0	43	7
0	54	7
0	54	8
0	3	9
0	25	9
0	36	9
0	37	9
0	38	9
0	39	9
0	40	9
0	41	9
0	42	9
0	43	9
0	44	9
0	45	9
0	47	9
0	50	9
0	55	9
0	3	10
0	5	10
0	38	10
0	40	10
0	43	10
0	44	10
0	45	10
0	47	10
0	50	10
0	51	10
0	52	10
0	3	11
0	5	11
0	44	11
0	45	11
0	47	11
0	50	11
0	51	11
0	52	11
0	3	12
0	5	12
0	8	12
0	9	12
0	25	12
0	26	12
0	36	12
0	37	12
0	38	12
0	39	12
0	40	12
0	41	12
0	42	12
0	43	12
0	44	12
0	45	12
0	47	12
0	50	12
0	55	12
0	2	13
0	3	13
0	5	13
0	8	13
0	9	13
0	24	13
0	27	13
0	30	13
0	32	13
0	33	13
0	34	13
0	35	13
0	36	13
0	37	13
0	38	13
0	39	13
0	40	13
0	41	13
0	42	13
0	43	13
0	44	13
0	45	13
0	47	13
0	50	13
0	53	13
0	55	13
1	39	0
1	41	0
1	42	0
1	43	0
1	54	0
1	2	2
1	3	2
1	4	2
1	36	2
1	37	2
1	44	2
1	45	2
1	54	2
1	39	3
1	41	3
1	54	3
1	39	4
1	41	4
1	42	4
1	44	4
1	45	4
1	55	4
1	4	5
1	5	5
1	36	5
1	37	5
1	38	5
1	39	5
1	41	5
1	42	5
1	43	5
1	44	5
1	45	5
1	55	5
1	5	6
1	36	6
1	37	6
1	39	6
1	41	6
1	42	6
1	44	6
1	45	6
1	55	6
1	39	7
1	41	7
1	43	7
1	44	7
1	45	7
1	55	7
1	39	8
1	55	8
1	25	9
1	39	9
1	41	9
1	42	9
1	43	9
1	54	9
1	39	10
1	44	10
1	45	10
1	54	10
1	5	11
1	36	11
1	37	11
1	44	11
1	45	11
1	52	11
1	54	11
1	5	12
1	8	12
1	9	12
1	25	12
1	26	12
1	36	12
1	37	12
1	39	12
1	41	12
1	42	12
1	43	12
1	44	12
1	45	12
1	46	12
1	49	12
1	54	12
1	5	13
1	8	13
1	9	13
1	25	13
1	39	13
1	41	13
1	42	13
1	43	13
1	44	13
1	45	13
1	46	13
1	52	13
1	54	13
2	39	0
2	41	0
2	42	0
2	43	0
2	47	0
2	50	0
2	51	0
2	52	0
2	2	1
2	4	1
2	44	1
2	45	1
2	54	1
2	2	3
2	4	3
2	35	3
2	36	3
2	42	3
2	44	3
2	45	3
2	47	3
2	50	3
2	53	3
2	55	3
2	0	4
2	1	4
2	2	4
2	4	4
2	41	4
2	42	4
2	44	4
2	45	4
2	47	4
2	50	4
2	54	4
2	10	5
2	11	5
2	12	5
2	13	5
2	14	5
2	19	5
2	20	5
2	21	5
2	39	5
2	41	5
2	42	5
2	43	5
2	44	5
2	45	5
2	46	5
2	47	5
2	54	5
2	0	6
2	1	6
2	2	6
2	3	6
2	4	6
2	14	6
2	19	6
2	20	6
2	21	6
2	44	6
2	45	6
2	54	6
2	41	7
2	43	7
2	54	7
2	50	8
2	54	8
2	39	9
2	41	9
2	42	9
2	43	9
2	44	9
2	45	9
2	47	9
2	50	9
2	51	9
