0	8	0
0	9	0
0	43	0
0	34	2
0	1	3
0	35	3
0	1	6
0	35	6
0	8	7
0	9	7
0	26	7
0	43	7
0	26	8
0	1	9
0	35	9
0	1	11
0	35	11
0	1	12
0	28	12
0	35	12
0	43	13
0	30	14
0	43	14
0	27	16
0	1	18
0	35	18
0	1	28
0	30	28
0	43	28
0	28	29
0	30	29
0	43	29
0	4	34
0	9	37
0	43	37
0	43	39
0	28	40
0	30	40
0	43	40
0	26	46
0	43	47
0	28	50
0	30	50
0	43	50
0	34	51
0	1	53
0	35	53
0	1	57
0	28	57
0	35	57
0	1	59
0	30	59
0	43	59
0	34	62
0	43	65
0	1	68
0	35	68
0	43	69
0	43	73
0	8	74
0	43	74
0	1	77
0	35	77
0	43	78
0	1	83
0	35	83
0	1	86
0	30	86
0	43	86
0	28	87
0	30	87
0	43	87
0	1	89
0	30	89
0	43	89
0	43	91
0	28	92
0	30	92
0	43	92
0	27	96
0	1	98
0	30	98
0	43	98
0	1	100
0	35	100
0	4	101
0	1	102
0	30	102
0	43	102
0	28	105
0	30	105
0	43	105
0	34	106
0	43	108
0	26	109
0	1	110
0	30	110
0	43	110
0	1	111
0	35	111
0	34	112
0	34	114
0	1	119
0	35	119
0	1	122
0	28	122
0	35	122
0	43	125
0	43	130
0	1	132
0	35	132
0	1	133
0	28	133
0	35	133
1	27	16
1	26	49
1	27	96
2	36	1
2	24	2
2	21	13
2	36	13
2	27	16
2	41	33
2	48	33
2	41	35
2	48	35
2	26	36
2	36	38
2	36	39
2	41	41
2	48	41
2	36	42
2	26	46
2	36	61
2	24	62
2	26	62
2	36	65
2	21	73
2	36	73
2	41	76
2	48	76
2	36	78
2	36	82
2	41	84
2	48	84
2	41	85
2	48	85
2	36	88
2	27	96
2	36	97
2	24	106
2	41	118
2	48	118
2	36	120
2	41	121
2	48	121
2	21	125
2	36	125
2	36	130
3	24	3
3	24	6
3	24	9
3	24	11
3	24	12
3	28	15
3	27	16
3	24	18
3	26	46
3	28	48
3	24	53
3	24	57
3	28	67
3	24	68
3	28	71
3	24	77
3	24	83
3	28	93
3	27	96
3	24	100
3	26	100
3	26	109
3	26	111
3	28	117
3	24	119
3	24	122
3	24	132
3	24	133
3	28	134
4	7	0
4	13	4
4	24	4
4	7	7
4	24	10
4	1	14
4	24	15
4	27	16
4	24	17
4	24	24
4	1	28
4	1	29
4	7	29
4	24	30
4	26	30
4	24	31
4	26	32
4	23	35
4	7	37
4	1	40
4	7	40
4	24	43
4	24	44
4	26	46
4	24	48
4	1	50
4	7	50
4	1	59
4	24	64
4	24	67
4	24	71
4	24	72
4	7	74
4	24	75
4	24	81
4	1	86
4	1	87
4	7	87
4	1	89
4	1	91
4	1	92
4	7	92
4	24	93
4	27	96
4	1	98
4	26	99
4	1	102
4	1	105
4	7	105
4	24	107
4	26	109
4	1	110
4	24	117
4	24	127
4	26	128
4	24	134
5	42	4
5	27	16
5	26	36
5	26	46
5	42	58
5	26	70
5	43	86
5	26	90
5	27	96
5	26	126
6	24	6
6	26	9
6	24	11
6	21	13
6	27	16
6	24	18
6	26	46
6	24	53
6	24	68
6	21	73
6	24	83
6	27	96
6	24	100
6	26	100
6	26	109
6	24	119
6	21	125
6	26	132
7	9	0
7	43	0
7	34	2
7	1	3
7	35	3
7	1	6
7	35	6
7	8	7
7	9	7
7	43	7
7	26	8
7	1	9
7	35	9
7	1	11
7	35	11
7	1	12
7	28	12
7	35	12
7	30	14
7	43	14
7	27	16
7	1	18
7	35	18
7	1	28
7	30	28
7	43	28
7	28	29
7	30	29
7	43	29
7	4	34
7	9	37
7	43	37
7	43	39
7	28	40
7	30	40
7	43	40
7	26	46
7	43	47
7	28	50
7	30	50
7	43	50
7	34	51
7	1	53
7	35	53
7	1	57
7	28	57
7	35	57
7	1	59
7	30	59
7	43	59
