head	rel	tail
/m/027rn	/location/country/form_of_government	/m/06cx9
/m/02qyp19	/award/award_category/nominees./award/award_nomination/nominated_for	/m/02d413
/m/04bdxl	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/02s2ft
/m/015zyd	/organization/organization/headquarters./location/mailing_address/country	/m/09c7w0
/m/01lxd4	/music/genre/artists	/m/0f0y8
/m/07rlg	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/0b90_r
/m/028q6	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02581q
/m/04qvl7	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/02vxq9m
/m/05_6_y	/sports/pro_athlete/teams./sports/sports_team_roster/team	/m/02b15h
/m/05zjtn4	/education/educational_institution/students_graduates./education/education/student	/m/0197tq
/m/02bfmn	/people/person/gender	/m/05zppz
/m/02vp1f_	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03_3d
/m/081pw	/film/film_subject/films	/m/0gzy02
/m/0hl3d	/people/person/profession	/m/0cbd2
/m/086k8	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/0czyxs
/m/0dnvn3	/film/film/language	/m/07zrf
/m/095zlp	/film/film/country	/m/09c7w0
/m/0154j	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics	/m/09n48
/m/01tvz5j	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/03rs8y
/m/0z4s	/award/award_nominee/award_nominations./award/award_nomination/award	/m/099jhq
/m/0h1_w	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0789_m
/m/080dwhx	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/03w1v2
/m/087c7	/organization/organization/headquarters./location/mailing_address/citytown	/m/01tlmw
/m/0g5qs2k	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/09c7w0
/m/03_d0	/music/genre/artists	/m/026ps1
/m/02g3v6	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0ds33
/m/04wqr	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0chsq
/m/016z5x	/film/film/produced_by	/m/07f8wg
/m/0147dk	/people/person/nationality	/m/09c7w0
/m/011yph	/film/film/production_companies	/m/025jfl
/m/072kp	/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type	/m/0ckd1
/m/02cl1	/sports/sports_team_location/teams	/m/0jmdb
/m/03_d0	/music/genre/artists	/m/01vvycq
/m/07kb5	/user/alexander/philosophy/philosopher/interests	/m/02jcc
/m/0fr63l	/film/film/country	/m/09c7w0
/m/070m6c	/government/legislative_session/members./government/government_position_held/district_represented	/m/059f4
/m/03gwpw2	/award/award_ceremony/awards_presented./award/award_honor/honored_for	/m/061681
/m/018vs	/music/instrument/instrumentalists	/m/0274ck
/m/01r97z	/film/film/costume_design_by	/m/02w0dc0
/m/035xwd	/film/film/featured_film_locations	/m/02_286
/m/0fbvqf	/award/award_category/winners./award/award_honor/award_winner	/m/04bd8y
