head	rel	tail
/m/01sl1q	/award/award_winner/awards_won./award/award_honor/award_winner	/m/044mz_
/m/07nznf	/film/actor/film./film/performance/film	/m/014lc_
/m/02p65p	/award/award_winner/awards_won./award/award_honor/award_winner	/m/0337vz
/m/0qcr0	/people/cause_of_death/people	/m/0byfz
/m/06wzvr	/film/film/genre	/m/01q03
/m/011yrp	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0d0vqn
/m/05f4m9q	/award/award_category/nominees./award/award_nomination/nominated_for	/m/08lr6s
/m/018wrk	/olympics/olympic_games/sports	/m/02bkg
/m/03hkv_r	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0ds3t5x
/m/02896	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school	/m/05krk
/m/01p7yb	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0p_pd
/m/0bl2g	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/m/0prfz
/m/042v_gx	/music/performance_role/track_performances./music/track_contribution/role	/m/025cbm
/m/01dw4q	/base/popstra/celebrity/dated./base/popstra/dated/participant	/m/02qjj7
/m/05zkcn5	/award/award_category/nominees./award/award_nomination/nominated_for	/m/03mh94
/m/0dckvs	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/02r96rf
/m/0fd3y	/music/genre/artists	/m/0m19t
/m/0dscrwf	/film/film/country	/m/07ssc
/m/014x77	/film/actor/film./film/performance/film	/m/01ln5z
/m/0n4m5	/location/location/contains	/m/0ydpd
/m/0c1pj	/film/actor/film./film/performance/film	/m/03h_yy
/m/01d38g	/award/award_category/winners./award/award_honor/award_winner	/m/06cc_1
/m/07g2b	/people/person/nationality	/m/07ssc
/m/0lzb8	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02grdc
/m/0ggq0m	/music/genre/artists	/m/01vvy
/m/0gr4k	/award/award_category/winners./award/award_honor/ceremony	/m/0bzk8w
/m/02x3lt7	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/02k54
/m/0ds3t5x	/award/award_winning_work/awards_won./award/award_honor/award	/m/09qwmm
/m/013x0b	/music/record_label/artist	/m/0c7ct
/m/033nzk	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/0dgrmp
/m/09byk	/people/person/languages	/m/04306rv
/m/03tmr	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/06npd
/m/08720	/award/award_winning_work/awards_won./award/award_honor/award	/m/02r22gf
/m/05b__vr	/award/award_winner/awards_won./award/award_honor/award_winner	/m/064nh4k
/m/01bh3l	/location/location/contains	/m/01_vrh
/m/0265v21	/award/award_winner/awards_won./award/award_honor/award_winner	/m/026dg51
/m/04q7r	/music/performance_role/regular_performances./music/group_membership/role	/m/0342h
/m/04f525m	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/0fh694
/m/01cr28	/sports/sports_team_location/teams	/m/03mqj_
/m/099tbz	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0ds35l9
/m/01fkv0	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/019_1h
/m/08433	/influence/influence_node/influenced_by	/m/012cph
/m/057d89	/people/person/profession	/m/03gjzk
/m/049dyj	/film/actor/film./film/performance/film	/m/0bshwmp
/m/0jqp3	/film/film/produced_by	/m/0170vn
/m/060c4	/organization/role/leaders./organization/leadership/organization	/m/01b1mj
/m/03qx63	/sports/sports_team/colors	/m/06fvc
/m/016tw3	/award/award_nominee/award_nominations./award/award_nomination/award	/m/07bdd_
/m/0wh3	/location/hud_county_place/place	/m/0wh3
/m/07bdd_	/award/award_category/nominees./award/award_nomination/nominated_for	/m/03rtz1
/m/06wcbk7	/music/record_label/artist	/m/016kjs
/m/07c0j	/award/award_nominee/award_nominations./award/award_nomination/award	/m/01bgqh
/m/0872p_c	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/047yc
/m/01rr9f	/film/actor/film./film/performance/film	/m/02v63m
/m/02prw4h	/film/film/executive_produced_by	/m/02p65p
/m/05z_kps	/film/film/country	/m/059j2
/m/02g8mp	/award/award_category/winners./award/award_honor/award_winner	/m/05pdbs
/m/01xvb	/sports/sports_team/roster./american_football/football_roster_position/position	/m/023wyl
/m/026dcvf	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/026dg51
/m/09728	/food/food/nutrients./food/nutrition_fact/nutrient	/m/0h1wg
/m/04hwbq	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/047yc
/m/05c1t6z	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/0277470
/m/07brj	/music/performance_role/track_performances./music/track_contribution/role	/m/0bm02
/m/01v42g	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0blbxk
/m/0fj52s	/food/food/nutrients./food/nutrition_fact/nutrient	/m/08lb68
/m/01qvgl	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0gqz2
/m/0gq_v	/award/award_category/nominees./award/award_nomination/nominated_for	/m/017gm7
/m/013cr	/film/actor/film./film/performance/film	/m/0sxfd
/m/05148p4	/music/performance_role/regular_performances./music/group_membership/group	/m/067mj
/m/03fghg	/film/actor/film./film/performance/film	/m/02vw1w2
/m/07z1m	/location/location/contains	/m/0mnzd
/m/02pjc1h	/film/film/language	/m/04306rv
/m/04zyhx	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03rjj
/m/0cz8mkh	/film/film/distributors./film/film_film_distributor_relationship/region	/m/07ssc
/m/02d44q	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/05qx1
/m/045c66	/film/actor/film./film/performance/film	/m/05sxzwc
/m/061fhg	/music/genre/artists	/m/03qmj9
/m/027f7dj	/award/award_winner/awards_won./award/award_honor/award_winner	/m/0gjvqm
/m/01c4_6	/award/award_category/winners./award/award_honor/award_winner	/m/0ggl02
/m/03cvfg	/people/person/profession	/m/01445t
/m/01kvqc	/music/artist/track_contributions./music/track_contribution/role	/m/03qlv7
/m/02whj	/music/artist/track_contributions./music/track_contribution/role	/m/0342h
/m/03yl2t	/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	/m/025txtg
/m/07s8r0	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/02p65p
/m/0bq8tmw	/film/film/other_crew./film/film_crew_gig/crewmember	/m/09pjnd
/m/05zvj3m	/award/award_category/nominees./award/award_nomination/nominated_for	/m/03lrht
/m/06v_gh	/award/award_winner/awards_won./award/award_honor/award_winner	/m/09gffmz
/m/0ksf29	/people/person/profession	/m/01d_h8
/m/04f525m	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/075wx7_
/m/0gqwc	/award/award_category/winners./award/award_honor/ceremony	/m/0bzm81
/m/01dzz7	/award/award_nominee/award_nominations./award/award_nomination/award	/m/040vk98
/m/0lp_cd3	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/02wrhj
/m/06rmdr	/film/film/production_companies	/m/05h4t7
/m/07sgfvl	/award/award_winner/awards_won./award/award_honor/award_winner	/m/05b__vr
/m/02q52q	/film/film/genre	/m/01g6gs
/m/02yv_b	/award/award_ceremony/awards_presented./award/award_honor/honored_for	/m/09cr8
/m/0hmr4	/film/film/language	/m/04306rv
/m/02jyr8	/education/educational_institution/campuses	/m/02jyr8
/m/0241jw	/film/actor/film./film/performance/film	/m/02rb84n
/m/02lz1s	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0gqz2
/m/0gq9h	/award/award_category/nominees./award/award_nomination/nominated_for	/m/02q52q
/m/0785v8	/film/actor/film./film/performance/film	/m/0cz_ym
/m/02k84w	/music/instrument/instrumentalists	/m/0p5mw
/m/03xmy1	/people/person/languages	/m/04306rv
/m/05kr_	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/04rrx
/m/0btyf5z	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/09zzb8
/m/01sxq9	/film/actor/film./film/performance/film	/m/03sxd2
/m/0342h	/music/performance_role/regular_performances./music/group_membership/group	/m/02_5x9
/m/014dq7	/influence/influence_node/influenced_by	/m/06dl_
/m/0fb0v	/music/record_label/artist	/m/0285c
/m/0gq9h	/award/award_category/winners./award/award_honor/ceremony	/m/073h1t
/m/0m0jc	/music/genre/artists	/m/05k79
/m/0fj52s	/food/food/nutrients./food/nutrition_fact/nutrient	/m/01sh2
