head	rel	tail
/m/017dcd	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/06v8s0
/m/0rh6k	/location/statistical_region/religions./location/religion_percentage/religion	/m/01lp8
/m/08815	/education/educational_institution/students_graduates./education/education/student	/m/05bnp0
/m/02r0csl	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0m313
/m/03rl1g	/government/legislative_session/members./government/government_position_held/district_represented	/m/05kkh
/m/01453	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/0dgrmp
/m/028_yv	/film/film/country	/m/03rjj
/m/06dv3	/film/actor/film./film/performance/film	/m/09m6kg
/m/0dq3c	/business/job_title/people_with_this_title./business/employment_tenure/company	/m/02zs4
/m/0qf43	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0f_nbyh
/m/090s_0	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/0h0jz
/m/02g8h	/people/person/profession	/m/01d_h8
/m/01jssp	/education/educational_institution/colors	/m/01l849
/m/0f4y_	/base/aareas/schema/administrative_area/administrative_parent	/m/059rby
/m/0d_84	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/01hr1
/m/042l3v	/people/person/profession	/m/01d_h8
/m/026mg3	/award/award_category/winners./award/award_honor/ceremony	/m/01s695
/m/07sbbz2	/music/genre/artists	/m/089tm
/m/0chghy	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics	/m/0l6vl
/m/050023	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/026dcvf
/m/0436f4	/award/award_winner/awards_won./award/award_honor/award_winner	/m/02lfcm
/m/03v1s	/location/location/contains	/m/0plyy
/m/04v8x9	/award/award_winning_work/awards_won./award/award_honor/award	/m/0p9sw
/m/04lgymt	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02g3gj
/m/0gq6s3	/award/award_category/nominees./award/award_nomination/nominated_for	/m/04nl83
/m/026t6	/music/performance_role/track_performances./music/track_contribution/role	/m/07c6l
/m/018dnt	/film/actor/film./film/performance/film	/m/050r1z
/m/03kq98	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/01gvr1
/m/04r7jc	/people/person/nationality	/m/07ssc
/m/025p38	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/04jwjq
/m/0bdw1g	/award/award_category/nominees./award/award_nomination/nominated_for	/m/039fgy
/m/05b1610	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0dj0m5
/m/01n5309	/award/award_nominee/award_nominations./award/award_nomination/award	/m/09qvc0
/m/01vlj1g	/film/actor/film./film/performance/film	/m/04fzfj
/m/05kj_	/location/location/contains	/m/0mx4_
/m/02w7gg	/people/ethnicity/people	/m/08f3b1
/m/04dn09n	/award/award_category/winners./award/award_honor/ceremony	/m/09q_6t
/m/01hp22	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics	/m/0l6vl
/m/087wc7n	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0hzlz
/m/018db8	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/m/0mdqp
/m/07hpv3	/tv/tv_program/genre	/m/0vgkd
/m/01jfsb	/media_common/netflix_genre/titles	/m/0dsvzh
/m/016jhr	/music/genre/artists	/m/025xt8y
/m/02q_cc	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0kx4m
/m/094qd5	/award/award_category/nominees./award/award_nomination/nominated_for	/m/05jzt3
/m/027rwmr	/award/award_winner/awards_won./award/award_honor/award_winner	/m/03h26tm
/m/04jjy	/film/film_subject/films	/m/0963mq
/m/08hmch	/film/film/featured_film_locations	/m/080h2
/m/01vj9c	/music/performance_role/regular_performances./music/group_membership/group	/m/02r3zy
/m/04dn09n	/award/award_category/nominees./award/award_nomination/nominated_for	/m/02d44q
/m/0jm_	/sports/sport/pro_athletes./sports/pro_sports_played/athlete	/m/02qjj7
/m/0g2c8	/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee	/m/02whj
/m/0lk90	/people/person/gender	/m/02zsn
/m/06b0d2	/award/award_winner/awards_won./award/award_honor/award_winner	/m/03lt8g
/m/01nvmd_	/award/award_nominee/award_nominations./award/award_nomination/award	/m/09qvc0
/m/059f4	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/0j3b
/m/07kc_	/music/performance_role/track_performances./music/track_contribution/role	/m/02qjv
/m/0h1m9	/people/person/gender	/m/02zsn
/m/0h3xztt	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0hzlz
/m/018y2s	/music/group_member/membership./music/group_membership/role	/m/05148p4
