head	rel	tail
/m/0q9kd	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0184jc
/m/0gqng	/award/award_category/winners./award/award_honor/ceremony	/m/073hkh
/m/09c7w0	/location/location/contains	/m/0rs6x
/m/079vf	/film/actor/film./film/performance/film	/m/0d90m
/m/05vsxz	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/06qgvf
/m/0g56t9t	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/05r4w
/m/07fq1y	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/02qgqt
/m/08815	/education/educational_institution/students_graduates./education/education/student	/m/06j0md
/m/027qgy	/film/film/genre	/m/06cvj
/m/01j5ts	/people/person/place_of_birth	/m/06_kh
/m/0dwl2	/business/business_operation/industry	/m/01mw1
/m/0c0yh4	/film/film/country	/m/0d060g
/m/03g90h	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/02_n3z
/m/02wkmx	/award/award_category/disciplines_or_subjects	/m/02vxn
/m/016fyc	/award/award_winning_work/awards_won./award/award_honor/award_winner	/m/01qscs
/m/0gtv7pk	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/01ls2
/m/032xhg	/film/actor/film./film/performance/film	/m/034qrh
/m/02j9z	/base/locations/continents/countries_within	/m/05qhw
/m/05vsb7	/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school	/m/01pl14
/m/0clfdj	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/09fqtq
/m/07w21	/influence/influence_node/influenced_by	/m/041h0
/m/017149	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/05hj0n
/m/06cs95	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/02nb2s
/m/017s11	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/0djb3vw
/m/05ztjjw	/award/award_category/nominees./award/award_nomination/nominated_for	/m/05p1tzf
/m/05m_8	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school	/m/06pwq
/m/02_1sj	/film/film/language	/m/02h40lc
/m/03s6l2	/film/film/genre	/m/0lsxr
/m/03xq0f	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/0170z3
/m/0401sg	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0154j
/m/0209hj	/film/film/produced_by	/m/0kr5_
/m/06x68	/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season	/m/05kcgsf
/m/0187y5	/award/award_nominee/award_nominations./award/award_nomination/award	/m/09sb52
/m/01vj9c	/music/performance_role/track_performances./music/track_contribution/role	/m/0dwsp
/m/0kbvb	/olympics/olympic_games/sports	/m/096f8
/m/0gkz15s	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/05qhw
/m/02k_4g	/award/award_winning_work/awards_won./award/award_honor/award	/m/0fbvqf
/m/03hjv97	/film/film/other_crew./film/film_crew_gig/crewmember	/m/076lxv
/m/02_286	/sports/sports_team_location/teams	/m/0jm3v
/m/0cwrr	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/01mvth
/m/0pv2t	/award/award_winning_work/awards_won./award/award_honor/award	/m/027986c
/m/02z13jg	/award/award_category/winners./award/award_honor/award_winner	/m/016khd
/m/032_jg	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/06z8s_
/m/01w61th	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02681vq
/m/069ld1	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/01j5x6
/m/03kq98	/tv/tv_program/languages	/m/02h40lc
/m/05qd_	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/04969y
/m/02cttt	/education/educational_institution/students_graduates./education/education/student	/m/04sx9_
/m/026mfbr	/film/film/genre	/m/05p553
/m/05zbm4	/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/m/03_vx9
/m/026mg3	/award/award_category/winners./award/award_honor/ceremony	/m/05pd94v
/m/0xhtw	/music/genre/artists	/m/01gf5h
/m/0crfwmx	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0ctw_b
/m/02bn_p	/government/legislative_session/members./government/government_position_held/legislative_sessions	/m/032ft5
/m/0kz2w	/education/educational_institution/school_type	/m/05pcjw
/m/021_rm	/award/award_winner/awards_won./award/award_honor/award_winner	/m/01r42_g
/m/026t6	/music/instrument/instrumentalists	/m/01pr_j6
/m/0dy68h	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/02_j1w
/m/01g4zr	/people/person/place_of_birth	/m/0yc84
/m/02x8m	/music/genre/artists	/m/01wbgdv
/m/04dn09n	/award/award_category/nominees./award/award_nomination/nominated_for	/m/04vr_f
/m/02y0js	/people/cause_of_death/people	/m/083q7
/m/0197tq	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0b68vs
/m/07y_7	/music/performance_role/track_performances./music/track_contribution/role	/m/0l14md
/m/03y_f8	/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	/m/0y54
/m/02r34n	/people/person/places_lived./people/place_lived/location	/m/0xkq4
/m/02r5w9	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02pqp12
/m/03bx2lk	/film/film/language	/m/02h40lc
/m/099jhq	/award/award_category/nominees./award/award_nomination/nominated_for	/m/020fcn
/m/01tcf7	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/01yb09
/m/07_3qd	/music/group_member/membership./music/group_membership/role	/m/018vs
/m/09c7w0	/location/country/second_level_divisions	/m/0m7fm
/m/0416y94	/film/film/genre	/m/05p553
/m/026q3s3	/film/film/language	/m/02bjrlw
/m/09qr6	/people/person/places_lived./people/place_lived/location	/m/017cjb
/m/03cs_z7	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/07s6tbm
/m/05lb87	/award/award_winner/awards_won./award/award_honor/award_winner	/m/030znt
/m/07ng9k	/film/film/genre	/m/06n90
/m/0prjs	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/01kff7
/m/0dtfn	/film/film/executive_produced_by	/m/0343h
/m/0bjrnt	/education/educational_degree/people_with_this_degree./education/education/institution	/m/05f7s1
/m/06x68	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school	/m/01j_06
/m/0ddd0gc	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/0clvcx
/m/0292l3	/people/person/languages	/m/02h40lc
/m/059x66	/award/award_ceremony/awards_presented./award/award_honor/honored_for	/m/0pb33
/m/03bx0bm	/music/performance_role/regular_performances./music/group_membership/group	/m/01vsxdm
