head	rel	tail
/m/03q5t	/music/performance_role/regular_performances./music/group_membership/role	/m/07y_7
/m/0dbpyd	/people/person/place_of_birth	/m/09c7w0
/m/060bp	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/m/027nb
/m/02pprs	/music/instrument/instrumentalists	/m/07s3vqk
/m/06w99h3	/film/film/genre	/m/02kdv5l
/m/0yyg4	/award/award_winning_work/awards_won./award/award_honor/award	/m/027c924
/m/05ztjjw	/award/award_category/nominees./award/award_nomination/nominated_for	/m/01gc7
/m/0t015	/location/hud_county_place/place	/m/0t015
/m/0j1z8	/organization/organization_member/member_of./organization/organization_membership/organization	/m/07t65
/m/03x3qv	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0g60z
/m/01vrx3g	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/01lmj3q
/m/0cjk9	/language/human_language/countries_spoken_in	/m/047lj
/m/02rbdlq	/people/ethnicity/people	/m/0l8v5
/m/058ncz	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/03zqc1
/m/01ty7ll	/base/popstra/celebrity/dated./base/popstra/dated/participant	/m/033hqf
/m/02211by	/business/job_title/people_with_this_title./business/employment_tenure/company	/m/01c6k4
/m/060v34	/film/film/genre	/m/03npn
/m/09c7w0	/location/country/second_level_divisions	/m/0cb4j
/m/015fr	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics	/m/0l98s
/m/02p_7cr	/award/award_category/nominees./award/award_nomination/nominated_for	/m/02_1rq
/m/0f4x7	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0n0bp
/m/04ddm4	/film/film/genre	/m/02n4kr
/m/077g7n	/government/legislative_session/members./government/government_position_held/legislative_sessions	/m/03ww_x
/m/02pp_q_	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0d4fqn
/m/0170_p	/film/film/country	/m/09c7w0
/m/0cqhk0	/award/award_category/winners./award/award_honor/award_winner	/m/08wq0g
/m/06n7h7	/award/award_winner/awards_won./award/award_honor/award_winner	/m/03ldxq
/m/026mfbr	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/09c7w0
/m/043djx	/government/legislative_session/members./government/government_position_held/district_represented	/m/05fkf
/m/06mzp	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics	/m/0l998
/m/017s11	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/02hxhz
/m/0b73_1d	/film/film/written_by	/m/02kxbwx
/m/02h4rq6	/education/educational_degree/people_with_this_degree./education/education/major_field_of_study	/m/088tb
/m/03q5t	/music/performance_role/regular_performances./music/group_membership/role	/m/0dwtp
/m/03cvwkr	/film/film/written_by	/m/019z7q
/m/01hxs4	/people/person/nationality	/m/09c7w0
/m/04411	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0ddd9
/m/01qb5d	/film/film/featured_film_locations	/m/02_286
/m/03s0w	/location/statistical_region/religions./location/religion_percentage/religion	/m/05sfs
/m/0d0vj4	/people/person/profession	/m/012t_z
/m/015grj	/award/award_winner/awards_won./award/award_honor/award_winner	/m/03pmty
/m/03y_f8	/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	/m/075q_
/m/0jtdp	/media_common/netflix_genre/titles	/m/04dsnp
/m/02z13jg	/award/award_category/winners./award/award_honor/award_winner	/m/0f0p0
/m/04hpck	/people/person/profession	/m/02hrh1q
/m/02x73k6	/award/award_category/winners./award/award_honor/award_winner	/m/02t__l
/m/041rx	/people/ethnicity/people	/m/0jdhp
/m/02rdxsh	/award/award_category/nominees./award/award_nomination/nominated_for	/m/092vkg
/m/03t97y	/film/film/genre	/m/02kdv5l
/m/09q5w2	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/089fss
/m/0l8z1	/award/award_category/nominees./award/award_nomination/nominated_for	/m/01c22t
/m/01gc7	/award/award_winning_work/awards_won./award/award_honor/award	/m/019f4v
/m/094qd5	/award/award_category/winners./award/award_honor/award_winner	/m/0h1mt
