head	rel	tail
/m/0cnk2q	/soccer/football_team/current_roster./sports/sports_team_roster/position	/m/02nzb8
/m/0ds35l9	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/05r4w
/m/015qsq	/film/film/language	/m/02bjrlw
/m/0160w	/organization/organization_member/member_of./organization/organization_membership/organization	/m/02vk52z
/m/0g22z	/award/award_winning_work/awards_won./award/award_honor/award	/m/05b4l5x
/m/0d1tm	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/0154j
/m/04yywz	/film/actor/film./film/performance/film	/m/0140g4
/m/01jc6q	/award/award_winning_work/awards_won./award/award_honor/award	/m/040njc
/m/0411q	/people/person/profession	/m/016z4k
/m/0342h	/music/performance_role/regular_performances./music/group_membership/role	/m/0l14qv
/m/01xdf5	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/m/04t2l2
/m/09m6kg	/film/film/language	/m/02h40lc
/m/047q2k1	/film/film/genre	/m/05p553
/m/01qn7n	/tv/tv_program/languages	/m/02h40lc
/m/0gx1bnj	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/04gzd
/m/01wbg84	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/01r42_g
/m/0ddfwj1	/film/film/genre	/m/07s9rl0
/m/01q_ph	/award/award_nominee/award_nominations./award/award_nomination/award	/m/05zr6wv
/m/09fb5	/film/actor/film./film/performance/film	/m/07xtqq
/m/0h1cdwq	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03rt9
/m/01rrwf6	/people/person/place_of_birth	/m/02dtg
/m/0p9sw	/award/award_category/nominees./award/award_nomination/nominated_for	/m/01h7bb
/m/0gkvb7	/award/award_category/winners./award/award_honor/award_winner	/m/03f2_rc
/m/0bth54	/film/film/production_companies	/m/016tt2
/m/040vk98	/award/award_category/winners./award/award_honor/award_winner	/m/01zkxv
/m/0mkg	/music/performance_role/track_performances./music/track_contribution/role	/m/0dwsp
/m/0c40vxk	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/05qhw
