head	rel	tail
/m/014_x2	/award/award_winning_work/awards_won./award/award_honor/award_winner	/m/012ljv
/m/05d7rk	/award/award_nominee/award_nominations./award/award_nomination/award	/m/027dtxw
/m/05hs4r	/music/genre/artists	/m/01pbxb
/m/053y0s	/people/person/profession	/m/0dz3r
/m/09sh8k	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/09zzb8
/m/05pd94v	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/01vvydl
/m/012d40	/film/actor/film./film/performance/film	/m/034qmv
/m/0jz9f	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/083shs
/m/0fbq2n	/sports/sports_team/roster./american_football/football_historical_roster_position/position_s	/m/01r3hr
/m/06151l	/award/award_winner/awards_won./award/award_honor/award_winner	/m/06gp3f
/m/01rk91	/business/job_title/people_with_this_title./business/employment_tenure/company	/m/0kc6x
/m/01rtm4	/education/educational_institution/students_graduates./education/education/student	/m/02rchht
/m/06cqb	/music/genre/parent_genre	/m/0827d
/m/014zcr	/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/m/05m63c
/m/01vw87c	/music/artist/track_contributions./music/track_contribution/role	/m/0342h
/m/04t36	/media_common/netflix_genre/titles	/m/011yxg
/m/0n5j_	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/0fm9_
/m/014zcr	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/09xbpt
/m/023tp8	/film/actor/film./film/performance/film	/m/0dq626
/m/023rwm	/music/record_label/artist	/m/01t_xp_
/m/0sx7r	/olympics/olympic_games/sports	/m/03tmr
/m/02rjjll	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/032nwy
/m/04rs03	/people/person/religion	/m/0flw86
/m/06cv1	/people/person/profession	/m/02jknp
/m/07lmxq	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/06jzh
/m/0f830f	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/027dtv3
/m/07s6fsf	/education/educational_degree/people_with_this_degree./education/education/institution	/m/02w2bc
/m/0fq27fp	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/02r96rf
/m/02hsq3m	/award/award_category/nominees./award/award_nomination/nominated_for	/m/08720
/m/028tv0	/music/performance_role/regular_performances./music/group_membership/group	/m/04rcr
/m/0jcgs	/location/location/contains	/m/0f2r6
/m/018vs	/music/performance_role/regular_performances./music/group_membership/group	/m/0150jk
/m/018wng	/award/award_category/winners./award/award_honor/ceremony	/m/0bzk8w
/m/05g3b	/sports/sports_team/roster./american_football/football_historical_roster_position/position_s	/m/01r3hr
/m/01qzyz	/music/performance_role/track_performances./music/track_contribution/role	/m/042v_gx
/m/08gsvw	/film/film/production_companies	/m/0g1rw
/m/0f8l9c	/location/location/contains	/m/0lpp8
/m/084qpk	/film/film/produced_by	/m/058kqy
/m/02773nt	/award/award_winner/awards_won./award/award_honor/award_winner	/m/02773m2
/m/02ndbd	/film/director/film	/m/06_wqk4
/m/03ds3	/people/person/places_lived./people/place_lived/location	/m/013kcv
/m/03rt9	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics	/m/0l6ny
/m/018mxj	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category	/m/03w5xm
/m/04gknr	/film/film/music	/m/07q1v4
/m/01kwlwp	/people/person/profession	/m/0n1h
/m/06pk8	/people/person/profession	/m/01d_h8
/m/0487c3	/sports/pro_athlete/teams./sports/sports_team_roster/team	/m/01bdxz
/m/0mw89	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/m/0mw93
/m/067jsf	/people/person/gender	/m/02zsn
/m/01d5z	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school	/m/07w0v
/m/0bz5v2	/people/person/profession	/m/03gjzk
/m/018wng	/award/award_category/winners./award/award_honor/ceremony	/m/02yw5r
/m/01mc11	/base/biblioness/bibs_location/state	/m/059rby
/m/0bynt	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/09pmkv
/m/0jyx6	/film/film/featured_film_locations	/m/0cc56
/m/0356lc	/sports/sports_league/teams./sports/sports_league_participation/team	/m/04b4yg
/m/0dhdp	/base/biblioness/bibs_location/country	/m/07ssc
/m/01qzyz	/music/performance_role/regular_performances./music/group_membership/role	/m/05148p4
/m/0207wx	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0gr4k
/m/0gj8t_b	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/07ylj
/m/02sgy	/music/performance_role/regular_performances./music/group_membership/role	/m/07xzm
/m/03f1zdw	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/016gr2
/m/01vrz41	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0c4z8
/m/0m77m	/influence/influence_node/influenced_by	/m/045bg
/m/0h1nt	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0gqwc
/m/016tt2	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/m/02pxmgz
/m/02qrv7	/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/m/0g5pv3
/m/0ctw_b	/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics	/m/0swbd
/m/01lhy	/education/field_of_study/students_majoring./education/education/student	/m/0kn4c
/m/0f721s	/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/m/019nnl
/m/0ftps	/music/group_member/membership./music/group_membership/role	/m/05r5c
/m/01yhvv	/people/person/places_lived./people/place_lived/location	/m/01r32
/m/02773nt	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0p_2r
/m/0512p	/sports/sports_team/colors	/m/06fvc
/m/05ywg	/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month	/m/04w_7
/m/03y1mlp	/people/person/nationality	/m/07ssc
/m/05183k	/award/award_winner/awards_won./award/award_honor/award_winner	/m/05prs8
/m/013y1f	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/0395lw
/m/09y20	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/05tk7y
/m/0f2df	/base/popstra/celebrity/dated./base/popstra/dated/participant	/m/01pl9g
/m/0bynt	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/0169t
/m/0jm2v	/sports/sports_team/roster./basketball/basketball_roster_position/position	/m/0ctt4z
/m/01xcqc	/base/popstra/celebrity/dated./base/popstra/dated/participant	/m/01mqz0
/m/0cqt41	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft	/m/02rl201
/m/017r2	/people/deceased_person/place_of_death	/m/0156q
/m/01w3v	/education/educational_institution/students_graduates./education/education/student	/m/02lk1s
/m/07csf4	/people/deceased_person/place_of_death	/m/0h7h6
/m/0gp9mp	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0168ls
/m/01v_pj6	/people/person/nationality	/m/07ssc
/m/07szy	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/02ky346
/m/0c00zd0	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/02r96rf
/m/06hhrs	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/02r1c18
/m/09sb52	/award/award_category/winners./award/award_honor/award_winner	/m/0fsm8c
/m/01y3c	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school	/m/05krk
/m/03v_5	/base/biblioness/bibs_location/state	/m/059rby
/m/015pkc	/film/actor/film./film/performance/film	/m/029zqn
/m/035yn8	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/07ssc
/m/09fqtq	/award/award_winner/awards_won./award/award_honor/award_winner	/m/05cj4r
/m/09cm54	/award/award_category/winners./award/award_honor/award_winner	/m/0bl2g
/m/01z88t	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	/m/01z215
/m/091z_p	/award/award_winning_work/awards_won./award/award_honor/award	/m/0gq_v
/m/018nnz	/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/m/01dyvs
/m/0ftlkg	/award/award_ceremony/awards_presented./award/award_honor/honored_for	/m/0283_zv
/m/03k7bd	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/02rx2m5
/m/01t07j	/people/person/spouse_s./people/marriage/type_of_union	/m/01g63y
/m/03mz9r	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	/m/0584r4
/m/067jsf	/people/person/profession	/m/01d_h8
/m/06x58	/award/award_winner/awards_won./award/award_honor/award_winner	/m/0261g5l
/m/03k50	/media_common/netflix_genre/titles	/m/04jwjq
/m/02d9k	/sports/pro_athlete/teams./sports/sports_team_roster/team	/m/01k2yr
/m/0bs0bh	/award/award_category/winners./award/award_honor/award_winner	/m/03mg35
/m/0gt_k	/people/person/profession	/m/0dz3r
/m/0z4s	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/08r4x3
/m/021_z5	/music/genre/artists	/m/019g40
/m/0gz5hs	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0584r4
/m/0g51l1	/people/person/profession	/m/02jknp
/m/01wsl7c	/people/person/nationality	/m/07ssc
/m/02c8d7	/music/genre/artists	/m/01wbl_r
/m/0gvrws1	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/047yc
/m/01n7q	/location/statistical_region/religions./location/religion_percentage/religion	/m/051kv
/m/02mhfy	/film/actor/film./film/performance/film	/m/0hmm7
/m/02s7tr	/sports/sports_position/players./sports/sports_team_roster/team	/m/05g76
/m/03ln8b	/award/award_winning_work/awards_won./award/award_honor/award_winner	/m/03lt8g
/m/035s95	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/02r96rf
/m/01pcmd	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/0n2bh
/m/011k1h	/music/record_label/artist	/m/019g40
/m/02qhqz4	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/01vx2h
/m/01679d	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/05r5c
/m/09td7p	/award/award_category/winners./award/award_honor/award_winner	/m/0f4vbz
/m/025tdwc	/people/person/profession	/m/0dgd_
/m/01zmpg	/people/person/sibling_s./people/sibling_relationship/sibling	/m/013v5j
/m/07hbxm	/film/actor/film./film/performance/film	/m/020bv3
/m/0311wg	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0ck27z
/m/0mp3l	/base/biblioness/bibs_location/state	/m/07z1m
/m/0520r2x	/award/award_winner/awards_won./award/award_honor/award_winner	/m/05218gr
/m/0gvstc3	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/01r216
/m/0fpv_3_	/award/award_winning_work/awards_won./award/award_honor/award	/m/02x17s4
/m/0fbvqf	/award/award_category/winners./award/award_honor/award_winner	/m/015rhv
/m/0d06vc	/military/military_conflict/combatants./military/military_combatant_group/combatants	/m/07ssc
/m/011k1h	/music/record_label/artist	/m/01wwvt2
/m/016clz	/music/genre/artists	/m/0dvqq
/m/07xpm	/education/educational_institution/students_graduates./education/education/student	/m/02m7r
/m/0jmfb	/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school	/m/01jsn5
/m/020ngt	/music/genre/artists	/m/01wg982
/m/02_j1w	/sports/sports_position/players./sports/sports_team_roster/team	/m/044l47
/m/027tbrc	/award/award_winning_work/awards_won./award/award_honor/award	/m/047sgz4
/m/01cwhp	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/02qlg7s
/m/01z4y	/media_common/netflix_genre/titles	/m/05fgt1
/m/034qrh	/film/film/language	/m/04306rv
/m/03f2_rc	/people/person/gender	/m/02zsn
/m/02x2gy0	/award/award_category/nominees./award/award_nomination/nominated_for	/m/026p4q7
/m/03nqnk3	/award/award_category/winners./award/award_honor/award_winner	/m/0bmh4
