head	rel	tail
1837746	_hypernym	1342529
848169	_derivationally_related_form	6719579
561714	_hypernym	1157517
9275473	_has_part	9012297
972621	_hypernym	955060
2198332	_hypernym	1759182
2926044	_hypernym	3771443
7121361	_derivationally_related_form	914634
2121234	_member_meronym	2124623
1912893	_derivationally_related_form	4545471
7416441	_hypernym	7296428
5564590	_hypernym	5566919
13464204	_derivationally_related_form	208497
390906	_derivationally_related_form	220276
282050	_derivationally_related_form	1992503
2148788	_hypernym	2137132
10548227	_derivationally_related_form	590518
1309109	_instance_hypernym	973077
10830456	_instance_hypernym	10423589
773432	_hypernym	964694
8860123	_member_of_domain_usage	3904183
11911591	_member_meronym	11973159
9102016	_has_part	9103217
8994540	_instance_hypernym	8665504
3932203	_derivationally_related_form	1656788
3100490	_hypernym	3575240
8860123	_member_of_domain_usage	7674749
9275473	_has_part	9031653
1354869	_member_meronym	1356086
1002740	_synset_domain_topic_of	6613686
72808	_derivationally_related_form	712389
334174	_hypernym	331950
2482425	_derivationally_related_form	10338707
8789605	_instance_hypernym	8524735
6542830	_hypernym	6542047
12734446	_member_meronym	12734722
2571251	_hypernym	2566528
557686	_hypernym	173338
1446901	_hypernym	1850315
1017987	_derivationally_related_form	2747709
4780958	_derivationally_related_form	1628302
9163192	_instance_hypernym	8700255
382109	_derivationally_related_form	374534
2049190	_hypernym	1907258
58014	_hypernym	56930
8077292	_hypernym	8189659
1606574	_hypernym	1494310
309582	_derivationally_related_form	7390400
9029457	_has_part	9030467
2528534	_member_meronym	2534352
2395406	_derivationally_related_form	58645
8270662	_synset_domain_topic_of	6095022
2373093	_hypernym	1342529
1997119	_also_see	1997680
2120997	_has_part	2439929
196364	_hypernym	258857
12959802	_member_meronym	12959967
2015944	_hypernym	1507175
1428853	_derivationally_related_form	10640620
8800676	_member_meronym	9696124
12996841	_hypernym	8103777
745637	_derivationally_related_form	2513740
2068735	_member_meronym	2071506
9367203	_derivationally_related_form	2627934
5651971	_derivationally_related_form	2106006
2171254	_hypernym	1759182
73828	_hypernym	70965
2233577	_hypernym	1759182
1990281	_derivationally_related_form	5853449
780889	_hypernym	768701
2137428	_hypernym	1864707
3131038	_hypernym	3282591
13162297	_hypernym	9257949
12410715	_member_meronym	12423565
155487	_derivationally_related_form	2694933
14855724	_hypernym	14853947
1484392	_derivationally_related_form	7959943
828237	_derivationally_related_form	46534
1111458	_synset_domain_topic_of	471613
8843215	_has_part	8909537
7813107	_derivationally_related_form	2196214
8860123	_member_of_domain_region	4390873
2094569	_derivationally_related_form	11498203
867983	_derivationally_related_form	14034
234988	_hypernym	233335
8860123	_member_of_domain_region	8168117
904046	_derivationally_related_form	1247647
6688274	_hypernym	6686736
11850748	_hypernym	11573660
1190494	_hypernym	19448
2342132	_hypernym	182406
631378	_hypernym	947128
7214432	_derivationally_related_form	2154508
7896994	_hypernym	7891726
5803379	_hypernym	5802185
1981543	_member_meronym	1981702
871942	_derivationally_related_form	9823287
1539772	_member_meronym	1539925
3621049	_hypernym	4516672
7348399	_hypernym	7352190
1973759	_derivationally_related_form	116376
12030265	_member_meronym	12030654
9288946	_instance_hypernym	9411430
1142203	_derivationally_related_form	1246926
