head	rel	tail
10668450	_hypernym	10525134
7762244	_hypernym	7705931
10640620	_derivationally_related_form	1428853
14323683	_derivationally_related_form	2121511
12834408	_member_meronym	12834671
9189411	_has_part	8759420
11915214	_hypernym	11669921
595146	_hypernym	586262
13651804	_hypernym	13603305
1589363	_derivationally_related_form	13911872
9968845	_hypernym	9774266
10426454	_hypernym	10264437
200397	_derivationally_related_form	10513120
4631298	_hypernym	24264
1309991	_derivationally_related_form	4880830
375071	_derivationally_related_form	236999
7335917	_derivationally_related_form	421691
8541130	_hypernym	8592656
8397255	_synset_domain_topic_of	8199025
9623038	_derivationally_related_form	8381436
204391	_hypernym	203866
7546465	_hypernym	7480068
7075172	_member_of_domain_usage	10719395
13370448	_hypernym	32613
8439955	_hypernym	8208016
8392137	_synset_domain_topic_of	759694
1444520	_hypernym	1429349
9052835	_has_part	9126305
8426816	_synset_domain_topic_of	8199025
5124928	_hypernym	5124057
7075172	_member_of_domain_usage	1172598
2612393	_member_meronym	2616572
13194328	_hypernym	13167078
6712325	_derivationally_related_form	828374
589769	_derivationally_related_form	9892831
7238102	_derivationally_related_form	2636921
10084635	_hypernym	10515194
12391745	_member_meronym	12394861
6845599	_member_of_domain_usage	3869222
2542280	_hypernym	2542795
954086	_derivationally_related_form	1126846
12123050	_hypernym	11556857
583990	_also_see	2519555
2553196	_member_meronym	2600953
1845720	_derivationally_related_form	9629752
2037090	_hypernym	2038357
13384557	_hypernym	13372961
6295235	_member_of_domain_usage	415988
1563005	_derivationally_related_form	9429387
9189411	_has_part	8999154
9367991	_hypernym	9367203
694681	_hypernym	874067
205885	_hypernym	126264
364479	_derivationally_related_form	7537068
252662	_derivationally_related_form	475819
4739932	_hypernym	4737934
2192127	_hypernym	1762525
1349130	_hypernym	1223182
443384	_verb_group	443116
11740824	_hypernym	11562747
2040709	_derivationally_related_form	7275275
2114056	_synset_domain_topic_of	903559
2766390	_derivationally_related_form	7412668
10511425	_derivationally_related_form	1734502
3338009	_hypernym	4442831
2592250	_derivationally_related_form	8227214
3426574	_hypernym	4498523
11647131	_member_meronym	11647306
1753721	_member_meronym	1755274
14313440	_derivationally_related_form	97394
12533730	_hypernym	13112664
958334	_hypernym	952524
2469588	_member_meronym	2496576
1112584	_verb_group	669970
1311103	_derivationally_related_form	3996416
8975902	_member_of_domain_region	8030711
2645007	_derivationally_related_form	4353803
6845599	_member_of_domain_usage	3755545
3186818	_derivationally_related_form	676135
1330822	_hypernym	1329239
11867525	_member_meronym	11899595
6055300	_hypernym	6043075
7800091	_derivationally_related_form	1179865
12736064	_hypernym	11575425
9401474	_instance_hypernym	9403734
5750657	_hypernym	5750163
9483738	_hypernym	5625465
1328705	_hypernym	1296462
2534352	_hypernym	1429349
8820121	_member_of_domain_region	15200661
6416206	_hypernym	6410904
12090041	_hypernym	11534677
8095647	_hypernym	8111783
839834	_derivationally_related_form	6758835
1789064	_member_meronym	1802309
12375294	_member_meronym	12375518
2476870	_derivationally_related_form	382109
11782522	_hypernym	11556857
2289845	_hypernym	1762525
190999	_hypernym	126264
5632272	_hypernym	5625465
233335	_derivationally_related_form	4181228
14416845	_derivationally_related_form	714273
1490336	_hypernym	452512
2083863	_member_meronym	2084071
2545569	_hypernym	1429349
12181147	_hypernym	11575425
8761244	_has_part	8761868
