head	rel	tail
1332730	_derivationally_related_form	3122748
7193596	_derivationally_related_form	784342
2103406	_hypernym	2084071
1634424	_hypernym	1634142
1024190	_derivationally_related_form	6333653
82563	_synset_domain_topic_of	612160
14659211	_synset_domain_topic_of	2691156
1182654	_derivationally_related_form	2582042
11873396	_hypernym	11575425
12145802	_hypernym	11556857
8656590	_synset_domain_topic_of	8191701
509846	_hypernym	428000
15267536	_hypernym	15266911
813978	_hypernym	943563
772026	_hypernym	770270
5042871	_derivationally_related_form	2523275
8511970	_derivationally_related_form	2337699
1047937	_derivationally_related_form	168588
12739072	_hypernym	11575425
1626138	_derivationally_related_form	1014731
1697406	_derivationally_related_form	10325774
10437852	_hypernym	10266848
9209263	_has_part	8858248
2491383	_hypernym	2490877
1967373	_hypernym	1970826
15279596	_has_part	15279104
878348	_derivationally_related_form	788821
1157557	_hypernym	1158190
2640093	_hypernym	1429349
3500557	_derivationally_related_form	1319562
8964099	_has_part	8964474
10419047	_derivationally_related_form	2579447
5524615	_has_part	5526175
15279596	_hypernym	15286249
202934	_derivationally_related_form	4642258
8721559	_instance_hypernym	8691669
7404114	_hypernym	7406765
14480420	_hypernym	14479615
4179385	_derivationally_related_form	1329239
1719302	_synset_domain_topic_of	6157326
708017	_derivationally_related_form	1610463
2025550	_hypernym	1835496
9439433	_member_meronym	9322454
1652850	_member_meronym	1653026
1043333	_hypernym	8457976
9466280	_has_part	9277686
652622	_hypernym	654625
953559	_hypernym	952963
14031108	_synset_domain_topic_of	8199025
8544813	_hypernym	8491826
1919711	_derivationally_related_form	13757249
2345288	_derivationally_related_form	13262663
5423779	_hypernym	5418717
10721470	_hypernym	10577284
620752	_derivationally_related_form	2406916
1101913	_derivationally_related_form	7476623
1172275	_hypernym	1165043
13458571	_derivationally_related_form	151689
8801678	_instance_hypernym	8696931
4322026	_hypernym	4359589
47317	_derivationally_related_form	795008
14333136	_derivationally_related_form	1250908
1188485	_derivationally_related_form	4945254
21826	_hypernym	21065
4988258	_hypernym	4987620
2408281	_derivationally_related_form	3242713
2527651	_derivationally_related_form	75618
9422294	_instance_hypernym	9468604
1949110	_derivationally_related_form	2924116
12707432	_hypernym	11585340
10179291	_hypernym	9820263
1177118	_derivationally_related_form	10269458
10516874	_derivationally_related_form	1000214
8220714	_hypernym	8077292
8176077	_member_meronym	9161803
2244956	_derivationally_related_form	10577284
14286549	_derivationally_related_form	1309143
11512992	_hypernym	11419404
1407065	_member_meronym	1407798
7434102	_derivationally_related_form	835903
2020590	_derivationally_related_form	48656
4728068	_derivationally_related_form	2679012
1535246	_derivationally_related_form	3648219
1667132	_hypernym	126264
3963982	_has_part	3313602
4322026	_hypernym	3485997
3129123	_hypernym	21939
3556811	_derivationally_related_form	2061495
2704461	_derivationally_related_form	6032246
278221	_derivationally_related_form	1534609
1882170	_hypernym	1835496
4037443	_derivationally_related_form	1086103
10697519	_hypernym	10378412
13473097	_derivationally_related_form	73343
10789118	_hypernym	10287213
2503517	_hypernym	2503127
2270810	_hypernym	1762525
6825399	_hypernym	6825120
9060768	_has_part	9434845
2658050	_derivationally_related_form	4745932
1374767	_derivationally_related_form	717748
1249294	_hypernym	1255967
10735298	_hypernym	10011902
7510625	_hypernym	7510495
15089645	_hypernym	15089258
12456845	_hypernym	12425281
2360448	_also_see	2523275
443231	_derivationally_related_form	1904293
2622823	_hypernym	1429349
6355894	_derivationally_related_form	994076
684480	_also_see	550282
3772417	_synset_domain_topic_of	8199025
14821043	_derivationally_related_form	2079933
9209263	_has_part	9298698
396703	_synset_domain_topic_of	6084469
12283981	_member_meronym	12285369
3173524	_hypernym	3234306
6613056	_derivationally_related_form	1023259
9385586	_synset_domain_topic_of	7979425
15297069	_synset_domain_topic_of	6128570
1079873	_verb_group	1079480
11911274	_member_meronym	12036533
12672843	_hypernym	11579418
2389346	_hypernym	2376958
2176268	_derivationally_related_form	7371293
617059	_derivationally_related_form	994454
1249724	_also_see	1232738
3211117	_hypernym	3277771
4559451	_hypernym	3969259
6551627	_hypernym	6479665
14391876	_hypernym	14391660
12740196	_member_meronym	12769430
1502262	_member_meronym	2012306
794367	_derivationally_related_form	669970
9278537	_hypernym	9258715
2723016	_derivationally_related_form	554541
3024882	_hypernym	3814906
284798	_hypernym	295701
968155	_synset_domain_topic_of	8199025
4010205	_derivationally_related_form	1919226
1047338	_hypernym	7357388
5277532	_hypernym	5269901
10070563	_derivationally_related_form	2148788
7601809	_hypernym	7597365
3526198	_hypernym	3848729
12122124	_hypernym	11556857
1929467	_derivationally_related_form	10646942
1195536	_also_see	2495922
5891232	_synset_domain_topic_of	6101551
1653610	_hypernym	1626134
740577	_hypernym	2376958
140967	_derivationally_related_form	7358060
1980993	_member_meronym	1981137
12143676	_has_part	11678010
13783038	_hypernym	31921
5593654	_hypernym	5470189
1372556	_also_see	2401809
7150644	_derivationally_related_form	760956
12724201	_member_meronym	12724942
13205482	_hypernym	13166338
8173515	_member_meronym	8780881
11455695	_derivationally_related_form	2161922
1819554	_derivationally_related_form	7254057
12387478	_hypernym	11575425
1679669	_hypernym	1664172
12011620	_hypernym	13112664
1512259	_hypernym	1511706
2493666	_hypernym	2480923
7534108	_hypernym	7532440
1843805	_member_meronym	1843932
6238	_derivationally_related_form	118552
4050600	_hypernym	3243218
5186306	_derivationally_related_form	10672908
733483	_derivationally_related_form	2571251
11704401	_hypernym	11571907
8394922	_has_part	8396990
8969291	_has_part	9210346
6694796	_hypernym	6694540
2723016	_derivationally_related_form	7516997
1387786	_derivationally_related_form	7313241
10339966	_derivationally_related_form	5718935
2543181	_derivationally_related_form	1613463
2497141	_also_see	835609
12198140	_hypernym	11575425
2248808	_hypernym	2247977
499066	_hypernym	455599
9902954	_derivationally_related_form	2490877
7274425	_derivationally_related_form	2062632
381680	_hypernym	378985
14310292	_hypernym	13962498
10756433	_hypernym	9621545
1057200	_derivationally_related_form	1182709
76072	_hypernym	74790
8049401	_hypernym	8008335
3744840	_hypernym	3183080
682436	_derivationally_related_form	1158690
5514410	_has_part	5521111
2011685	_hypernym	10435
10671042	_derivationally_related_form	2258617
3899328	_hypernym	4564698
14925198	_hypernym	20090
10415638	_derivationally_related_form	6157326
3283519	_derivationally_related_form	2195191
10648696	_derivationally_related_form	1720980
1240514	_derivationally_related_form	14286885
15032376	_derivationally_related_form	532429
7125523	_derivationally_related_form	912048
6629858	_hypernym	6629392
1627965	_derivationally_related_form	4780958
1929396	_member_meronym	1931845
2409412	_derivationally_related_form	1217859
2074915	_member_meronym	2134589
2565491	_derivationally_related_form	1079042
2494866	_member_meronym	2495242
1517662	_hypernym	1223182
8969291	_has_part	8970445
7573696	_has_part	7556970
7369604	_hypernym	7357388
2718863	_hypernym	2709906
5524615	_has_part	5524243
4194289	_has_part	3686658
359511	_hypernym	358431
516086	_hypernym	1030820
292386	_derivationally_related_form	2165754
480969	_derivationally_related_form	1009190
12724201	_member_meronym	12727301
13024967	_member_meronym	13025647
2176268	_derivationally_related_form	4981139
